ISBN,Title,Author,Original Price,Discounted price,ISBN-10,Series,Published,Format,Language,Number of Pages,Audience,For Ages,For Grades,Publisher,Country of Publication,Dimensions (cm),Weight (kg),Volume Number,Edition Type,Edition Number
9781509821686,The Christmas Train,David Baldacci,,,1509821686,,25th October 2016,Paperback,English,272,General Adult,,,Pan Macmillan UK,AU,19.6 x 13.0 x 1.7,0.2,,,
9781405530743,Long Walk To Freedom,Nelson Mandela,,12.99,140553074X,,25th April 2013,ePUB,English,784,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780307487308,The Last Stand of the Tin Can Sailors,James D. Hornfischer,17.14,13.99,030748730X,,12th November 2008,ePUB,English,,,,,Random House Publishing Group,,,,,,
9781509898831,Looking Good Dead,Peter James,22.99,22.40,1509898832,Roy Grace,23rd April 2019,Paperback,English,544,General Adult,,,Pan Macmillan UK,AU,20 x 13.5 x 3.5,0.39,,,
9781250229847,Network Effect,Martha Wells,19.50,15.99,1250229847,The Murderbot Diaries  Book 5,5th May 2020,ePUB,English,,,,,Tor Publishing Group,,,,5,,
9780141966694,Matched,Ally Condie,,9.99,0141966696,Matched  Book 1,2nd December 2010,ePUB,English,384,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,1,,
9781250313171,Gideon the Ninth,Tamsyn Muir,18.47,14.99,1250313171,The Locked Tomb Series  Book 1,10th September 2019,ePUB,English,,,,,Tor Publishing Group,,,,1,,
9780743491600,Star Trek,Michael Jan Friedman,,18.99,0743491602,Star Trek The Original Series,1st September 2003,ePUB,English,352,General Adult,,,Pocket Books/Star Trek,,,,,,
9780230714632,White Nights,Ann Cleeves,,,0230714633,,4th September 2008,ePUB,English,,,,,,,,,,,
9780297861027,The Intimate Adventures Of A London Call Girl,Belle de Jour,,12.99,0297861026,,25th March 2010,ePUB,English,304,General Adult,,,Orion,,,,,Digital original,
9780241984543,Eat Yourself Healthy,Dr. Megan Rossi,,19.99,0241984548,,19th September 2019,ePUB,English,272,General Adult,,,Penguin Books Ltd,,,,,,
9780307755926,Fer-de-Lance,Rex Stout,8.55,7.99,0307755924,Nero Wolfe  Book 1,21st July 2010,ePUB,English,,,,,Random House Publishing Group,,,,1,,
9780141904252,The Outsider,Albert Camus,,15.99,0141904259,,31st October 2013,ePUB,English,128,General Adult,,,Penguin Books Ltd,,,,,,
9780307414090,,,,,,,,,,,,,,,,,,,,
9780748113330,Alias Grace,Margaret Atwood,,12.99,0748113339,,3rd September 2009,ePUB,English,560,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781306300933,Los Yoga Sutras de Patanjali,Swami Satchidananda,,,1306300932,,1st January 2013,E-Book,Spanish,289,General Adult,,,Integral Yoga Publications,US,,,,,
9781119387565,INSPIRED,Marty Cagan,,32.99,1119387566,Silicon Valley Product Group,21st November 2017,ePUB,English,368,General Adult,,,Wiley,US,,,,,2
9780141909455,Sniper One,Dan Mills,,14.99,0141909455,,15th May 2008,ePUB,English,384,General Adult,,,Penguin Books Ltd,,,,,,
9780575085909,Red Seas Under Red Skies : Gentleman Bastard,Scott Lynch,,12.99,0575085908,Gentleman Bastard  Book 2,12th March 2009,ePUB,English,640,General Adult,,,Orion,,,,2,Digital original,
9780141347660,,,,,,,,,,,,,,,,,,,,
9780748117222,A Memory of Light,Robert Jordan,,11.99,0748117229,Wheel of Time  Book 14,9th April 2013,ePUB,English,768,General Adult,,,"Little, Brown Book Group",,,,14,Digital original,
9780999676196,It Starts with the Egg (second edition),Rebecca Fett,,,0999676199,,12th May 2019,ePUB,English,,,,,Franklin Fox Publishing,,,,,,
9780748116607,Ghost Story,Jim Butcher,,12.99,0748116605,Dresden Files  Book 13,28th July 2011,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,13,Digital original,
9781405922296,Tom Clancy's True Faith and Allegiance,Mark Greaney,,15.99,140592229X,Jack Ryan,1st December 2016,ePUB,English,496,General Adult,,,Penguin Books Ltd,,,,,,
9781407019666,Memoirs of a Geisha,Arthur Golden,,15.99,140701966X,,2nd December 2008,ePUB,English,512,General Adult,,,Random House,,,,,,
9780307379962,,,,,,,,,,,,,,,,,,,,
9780141339214,The House of Hades (Heroes of Olympus Book 4),Rick Riordan,,9.99,0141339217,Heroes of Olympus  Book 4,8th October 2013,ePUB,English,560,Children,9 - 12 years old,,Penguin Books Ltd,,,,4,,
9780141903491,Outliers,Malcolm Gladwell,,15.99,014190349X,,18th November 2008,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780544188365,The Baking Bible,Rose Levy Beranbaum,,42.99,0544188365,,28th October 2014,ePUB,English,,,,,HarperCollins,,,,,,1
9781407034478,Equal Rites,Terry Pratchett,,15.99,1407034472,Discworld  Book #3,24th November 2009,ePUB,English,288,General Adult,,,Transworld,,,,,,
9780761184270,Cult Sci-Fi Movies,Danny Peary,,5.99,0761184279,,23rd September 2014,ePUB,English,104,,,,Workman Publishing Company,,,,,Digital Origina,1
9780061755668,What Every BODY is Saying,Joe Navarro,,11.99,0061755664,,13th October 2009,ePUB,English,272,General Adult,,,HarperCollins,,,,,,
9780241981238,A Legacy of Spies,John le Carré,,15.99,0241981239,George Smiley,7th September 2017,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780316486675,Dark Sacred Night,Michael Connelly,,,0316486671,A Bosch and Ballard Novel,30th October 2018,ePUB,English,400,General Adult,,,"Little, Brown and Company",,,,,,
9780998601731,Devastated,R.L. Mathewson,,,099860173X,Anger Management  Book 1,25th June 2020,ePUB,English,,,,,R.L. Mathewson,,,,1,,
9780393652253,Super Pumped,Mike Isaac,27.80,22.99,0393652254,,3rd September 2019,ePUB,English,,,,,W. W. Norton & Company,,,,,,
9780593074640,Shopaholic to the Rescue,Sophie Kinsella,,15.99,0593074645,Shopaholic  Book 8,22nd October 2015,ePUB,English,384,General Adult,,,Transworld,US,,,8,,1
9780141375663,Two Can Keep a Secret,Karen M. McManus,,12.99,0141375663,,10th January 2019,ePUB,English,336,Teenager/Young Adult,12 - 18 years old,,Penguin Random House Children's UK,,,,,,
9780755353385,Rumour Has It,Jill Mansell,,12.99,0755353382,,3rd May 2009,ePUB,English,300,General Adult,,,Headline,,,,,Digital original,
9781407052472,The Hare With Amber Eyes: A Hidden Inheritance,Edmund De Waal,,18.99,1407052470,,3rd June 2010,ePUB,English,368,General Adult,,,Random House,,,,,,
9780191579486,Logic,Graham Priest,,,0191579483,,1st December 1999,ePUB and PDF,English,128,,,,Oxford University Press,,,,,,
9781405916462,One with You,Sylvia Day,,15.99,140591646X,Crossfire,5th April 2016,ePUB,English,368,General Adult,,,Penguin Books Ltd,,,,,,
9780141919133,Percy Jackson and the Titan's Curse,Rick Riordan,,12.99,0141919132,Percy Jackson and The Olympians  Book 3,1st May 2008,ePUB,English,304,Children,9 - 12 years old,,Penguin Books Ltd,,,,3,,
9780141931845,The Enemy,Charlie Higson,,9.99,0141931841,The Enemy,3rd September 2009,ePUB,English,432,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,,,
9780316403566,It's a Long Story,Willie Nelson,,,0316403563,,5th May 2015,E-Book,English,400,General Adult,,,Little Brown and Company,US,,,,,
9780141956916,The Holy Roman Empire,Peter H. Wilson,,18.99,0141956917,,28th January 2016,ePUB,English,600,General Adult,,,Penguin Books Ltd,,,,,,
9780141347851,,,,,,,,,,,,,,,,,,,,
9781405939508,No One Home,Tim Weaver,,15.99,1405939508,David Raker Missing Persons  Book 10,16th May 2019,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,10,,
9780241330258,The Librarian,Salley Vickers,,15.99,0241330254,,26th April 2018,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780307271464,,,,,,,,,,,,,,,,,,,,
9781101137192,Atlas Shrugged,Ayn Rand,13.70,11.99,1101137193,,21st April 2005,ePUB,English,1192,,,,Penguin Publishing Group,,,,,,
9780600630401,Quick Cooking for Diabetes,Louise Blair,,10.99,0600630404,,22nd September 2014,ePUB,English,128,General Adult,,,Octopus,,,,,Digital original,
9780141344348,Reached,Ally Condie,,9.99,0141344342,Matched  Book 3,30th November 2012,ePUB,English,528,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,3,,
9780755350896,Centurion (Eagles of the Empire 8),Simon Scarrow,,12.99,0755350898,Eagles of the Empire  Book 28,4th September 2008,ePUB,English,544,General Adult,,,Headline,,,,28,Digital original,
9780307432865,We,Yevgeny Zamyatin,23.99,19.99,0307432866,Modern Library Classics,18th December 2007,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780857201171,Underworld London,Catharine Arnold,,13.99,0857201174,,5th July 2012,ePUB,English,352,General Adult,,,Simon & Schuster UK,,,,,,
9780997427738,Charade,Lisa Marie Rice,,,0997427736,Her Billionaire  Book 1,15th May 2018,ePUB,English,,,,,Lisa Marie Rice,,,,1,,
9781401940591,The Dalai Lama's Cat,David Michie,,1.99,1401940595,The Dalai Lama's Cat,1st October 2012,ePUB,English,217,,,,Hay House,,,,,,
9780241334690,,,,,,,,,,,,,,,,,,,,
9781401388881,The Five People You Meet in Heaven,Mitch Albom,,,1401388884,,1st April 2007,ePUB,English,208,General Adult,13 - 99 years old,8 - 17,Hachette Books,,,,,Digital original,
9780755118380,The Conscience Of The Rich,C.P. Snow,,,0755118383,,16th January 2010,PDF,English,328,,,,,,,,,New,
9780755350872,The Eagle's Prophecy (Eagles of the Empire 6),Simon Scarrow,,12.99,0755350871,Cato & Macro  Book 6,4th September 2008,ePUB,English,448,General Adult,,,Headline,,,,6,Digital original,
9780307390530,,,,,,,,,,,,,,,,,,,,
9781448106899,The Godfather,Mario Puzo,,15.99,1448106893,,30th November 2012,ePUB,English,608,General Adult,,,Random House,,,,,,
9780141981796,Life 3.0,Max Tegmark,,15.99,0141981792,,29th August 2017,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9781787019768,Lonely Planet's Ultimate Eatlist,Lonely Planet Food,,,1787019764,Lonely Planet,1st August 2018,ePUB,English,,General Adult,,,Lonely Planet Publications (eBooks),IE,,,,,
9780141903019,Bermondsey Boy,Tommy Steele,,14.99,0141903015,,5th April 2007,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9781407052564,Birdsong,Sebastian Faulks,,,140705256X,,23rd February 2010,ePUB,English,528,General Adult,,,Random House,,,,,,
9780547504810,Around My French Table,Dorie Greenspan,,7.99,0547504810,,8th October 2010,ePUB,English,,,,,HarperCollins,,,,,,
9781401953522,The Year of Less,Cait Flanders,,2.99,1401953522,,16th January 2018,ePUB,English,,,,,Hay House,,,,,,
9780768499544,The God Chasers Expanded Ed.,Tommy Tenney,19.06,15.99,0768499542,,18th March 2012,ePUB,English,,,,,"Destiny Image, Inc.",,,,,,
9780141962511,Mercy,Jussi Adler-Olsen,,15.99,0141962518,Department Q  Book 1,12th May 2011,ePUB,English,512,General Adult,,,Penguin Books Ltd,,,,1,,
9781405523707,The Difference a Day Makes,Carole Matthews,,12.99,1405523700,,1st January 2013,ePUB,English,464,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780330465601,The Modigliani Scandal,Ken Follett,,,0330465600,,4th September 2008,ePUB,English,,,,,,,,,,,
9780141928005,The First Rumpole Omnibus,John Mortimer,,16.99,014192800X,,1st January 2000,ePUB,English,560,General Adult,,,Penguin Books Ltd,,,,,,
9781101157459,The Westing Game (Puffin Modern Classics),Ellen Raskin,13.19,10.99,1101157453,Puffin Modern Classics,12th April 2004,ePUB,English,192,,6 - 8 years old,5 - 9,Penguin Young Readers Group,,,,,,
9780600623007,Hamlyn All Colour Cookery: 200 Super Soups,Sara Lewis,,6.99,0600623009,Hamlyn All Colour Cookery,7th September 2007,ePUB,English,240,General Adult,,,Octopus,,,,,Illustrated,
9780141946610,Our Street,Gilda O'Neill,,15.99,014194661X,,1st July 2004,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780141339429,Legend,Marie Lu,,4.99,014133942X,Legend  Book 1,2nd February 2012,ePUB,English,368,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,1,,
9780297859406,Gone Girl,Gillian Flynn,,11.99,0297859404,,24th May 2012,ePUB,English,320,General Adult,,,Orion,,,,,Digital original,
9781283297073,The Battle of Midway,Professor Emeritus of History Craig L Symonds,,,1283297078,Pivotal Moments in American History (Oxford),7th September 2011,E-Book,English,464,General Adult,,,"Oxford University Press, USA",US,,,,,
9780575091504,The Blade Itself,Joe Abercrombie,,12.99,0575091509,The First Law  Book 1,18th June 2009,ePUB,English,544,General Adult,,,Orion,,,,1,Digital original,
9781405913652,The Fate of Ten,Pittacus Lore,,15.99,1405913657,The Lorien Legacies  Book 6,10th September 2015,ePUB,English,384,General Adult,12 - 18 years old,,Penguin Books Ltd,,,,6,,
9780755351855,Sheer Mischief,Jill Mansell,,12.99,0755351851,,6th October 2010,ePUB,English,512,General Adult,,,Headline,,,,,Digital original,
9781370201914,The Unbreakable Curse (Accursed Archangels #1),Alexia Purdy,,0.00,1370201915,Accursed Archangels  Book 1,26th March 2018,ePUB,English,,,,,Melancholy Muse Press,,,,1,,
9780718196080,The Heart is a Lonely Hunter,Carson McCullers,,15.99,0718196082,Penguin Modern Classics,26th April 2012,ePUB,English,352,General Adult,,,Penguin Books Ltd,,,,,,
9780307272119,,,,,,,,,,,,,,,,,,,,
9780375980985,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,11.99,10.99,0375980989,Where Do...Series,22nd May 2012,ePUB,English,,,0 - 2 years old,,Random House Children's Books,,,,,,
9780241322345,The Constant Gardener,John le Carré,,15.99,0241322340,Penguin Modern Classics,27th September 2018,ePUB,English,592,General Adult,,,Penguin Books Ltd,,,,,,
9780141924045,Snow Crash,Neal Stephenson,,15.99,0141924047,,1st January 2000,ePUB,English,448,General Adult,,,Penguin Books Ltd,,,,,,
9781101476772,Mercy Blade,Faith Hunter,13.19,10.99,110147677X,Jane Yellowrock  Book 3,4th January 2011,ePUB,English,,,,,Penguin Publishing Group,,,,3,,
9780998815596,Violent Delights,Jessica Hawkins,,,0998815594,White Monarch  Book 1,19th March 2019,ePUB,English,,,,,"518 Books, Inc.",,,,1,,
9780743423083,Blue Gold,Clive Cussler,,12.99,0743423089,,1st August 2000,ePUB,English,400,General Adult,,,Pocket Books,,,,,,
9780743246392,The Great Gatsby,F. Scott Fitzgerald,,11.99,074324639X,,27th May 2003,ePUB,English,165,General Adult,,,Scribner,,,,,,
9780761176855,Pranklopedia,Julie Winterbottom,,19.99,0761176853,,23rd April 2013,ePUB,English,250,,6 - 8 years old,,Workman Publishing Company,,,,,,
9780748130191,MaddAddam,Margaret Atwood,,11.99,0748130195,The Maddaddam Trilogy,7th August 2014,ePUB,English,496,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780141983035,The Undoing Project,Michael Lewis,,15.99,0141983035,,6th December 2016,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780330528405,Telling Tales,Ann Cleeves,,,0330528408,,3rd February 2011,ePUB,English,,,,,,,,,,,
9780141938363,Games People Play,Eric Berne,,14.99,0141938366,,1st January 2000,ePUB,English,176,General Adult,,,Penguin Books Ltd,,,,,,
9780571247905,Ghosts of Spain: Travels Through a Country's Hidden Past,Giles Tremlett,16.49,14.99,0571247903,,15th July 2011,ePUB,English,496,General Adult,,,Faber and Faber,,,,,Main,
9780241966846,I Am Zlatan Ibrahimovic,Zlatan Ibrahimovic,,14.99,0241966841,,27th June 2013,ePUB,English,352,General Adult,,,Penguin Books Ltd,,,,,,
9780648257714,Bye Baby,Daniel Donnelly,,4.99,0648257711,,2nd July 2018,ePUB,English,312,General Adult,,,Daniel Donnelly,,,,,,1
9780071817196,,,,,,,,,,,,,,,,,,,,
9781101203347,The F-Factor Diet,Tanya Zuckerbrot,23.99,19.99,110120334X,,4th December 2007,ePUB,English,288,,,,Penguin Publishing Group,,,,,,
9780463893999,Kiss Me Tonight,Emma Hart,,,0463893999,Kiss Me,24th September 2019,ePUB,English,,,,,Emma Hart,,,,,,
9781102466550,"Hostile Witness, a Josie Bates Thriller",Rebecca Forster,,0.00,1102466557,The Witness Series,13th November 2015,ePUB,English,,,,,Rebecca Forster,,,,1,,
9780141928920,Sea Lord,Bernard Cornwell,,15.99,0141928921,,2nd November 2006,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780748109326,Cause Of Death,Patricia Cornwell,,11.99,0748109323,Kay Scarpetta  Book 7,4th September 2008,ePUB,English,384,General Adult,,,"Little, Brown Book Group",,,,7,Digital original,
9781523512379,Home Ec for Everyone: Practical Life Skills in 118 Projects,Sharon Bowers,,31.75,1523512377,,30th October 2023,Paperback,English,240,General Adult,,,Workman,,23 x 16.5 x 2,0.5,,,1
9780141904986,Fair Stood the Wind for France,H. E. Bates,,15.99,0141904984,Penguin Modern Classics,7th April 2005,ePUB,English,256,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780241373361,The Secret Commonwealth: The Book of Dust Volume Two,Philip Pullman,,14.99,0241373360,,3rd October 2019,ePUB,English,784,General Adult,9 - 12 years old,,Penguin Random House Children's UK,,,,,,
9781405930987,The Taking of Annie Thorne,C. J. Tudor,,15.99,1405930985,,21st February 2019,ePUB,English,352,General Adult,,,Penguin Books Ltd,,,,,,
9780748115440,Knife Of Dreams,Robert Jordan,,12.99,0748115447,Wheel of Time  Book 11,24th August 2010,ePUB,English,832,General Adult,,,"Little, Brown Book Group",,,,11,Digital original,
9780241321997,,,,,,,,,,,,,,,,,,,,
9780316260237,The Water Will Come,Jeff Goodell,,,0316260231,,24th October 2017,ePUB,English,352,General Adult,,,"Little, Brown and Company",,,,,Digital original,
9781405935050,Tom Clancy's Power and Empire,Marc Cameron,,15.99,1405935057,Jack Ryan,30th November 2017,ePUB,English,432,General Adult,,,Penguin Books Ltd,,,,,,
9780330469326,Dead Right,Peter Robinson,,,0330469320,,4th September 2008,ePUB,English,,,,,,,,,,,
9781311614704,"Quran English Translation. Clear, Easy to Read, in Modern English.",Talal Itani,,0.00,1311614702,,17th May 2015,ePUB,English,,,,,Talal Itani,,,,,,
9780857200136,The Executioner,Chris Carter,,14.99,0857200135,,8th July 2010,ePUB,English,480,General Adult,,,Simon & Schuster UK,,,,,,
9780755375646,Revenge,Martina Cole,,11.99,0755375645,,24th October 2013,ePUB,English,512,General Adult,,,Headline,,,,,Digital original,
9780156035002,,,,,,,,,,,,,,,,,,,,
9781405939775,The Chestnut Man,Søren Sveistrup,,15.99,140593977X,,10th January 2019,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780241187173,Roller-Coaster,Ian Kershaw,,18.99,0241187176,,30th August 2018,ePUB,English,704,General Adult,,,Penguin Books Ltd,,,,,,
9780241968024,Hot Milk,Deborah Levy,,15.99,024196802X,,24th March 2016,ePUB,English,208,General Adult,,,Penguin Books Ltd,,,,,,
9781407058115,Don't Blink,James Patterson,,15.99,1407058118,,5th August 2010,ePUB,English,496,General Adult,,,Random House,,,,,,
9780748112517,Twilight,Stephenie Meyer,,11.99,0748112510,Twilight Saga  Book 1,26th February 2009,ePUB,English,464,Teenager/Young Adult,14+ years old,,"Little, Brown Book Group",,,,1,Digital original,
9780141918921,"Thinking, Fast and Slow",Daniel Kahneman,,18.99,0141918926,,3rd November 2011,ePUB,English,512,General Adult,,,Penguin Books Ltd,,,,,,
9780141398174,Wailing Ghosts,Pu Songling,,1.99,0141398175,Penguin Little Black Classics,26th February 2015,ePUB,English,80,General Adult,,,Penguin Books Ltd,,,,,,
9780440338789,Dreamfever,Karen Marie Moning,,,0440338786,Fever  Book 4,18th August 2009,ePUB,English,,,,,Random House Publishing Group,,,,4,,
9780356511115,Fallen,Benedict Jacka,,11.99,0356511111,Alex Verus  Book 10,10th October 2019,ePUB,English,384,General Adult,,,"Little, Brown Book Group",,,,10,,
9780349121321,The Glass Room,Simon Mawer,,30.25,034912132X,,22nd April 2010,Paperback,English,416,General Adult,,,Little Brown,GB,2.7 x 12.9 x 19.7,0.33,,,1
9781401919269,The Law of Attraction,Esther Hicks,18.34,14.99,140191926X,,1st October 2006,ePUB,English,194,,,,Hay House,,,,,,
